ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Koretu-589_potatoes-1,,Koretu,589_potatoes,yahĩ́re̥,yahĩ́re̥,,,KochGrünberg2014[826],,,,
Yahuna-589_potatoes-2,,Yahuna,589_potatoes,ya(a)pía,yapía,,,KochGrünberg2014[826],,,,
Desano-590_carainyame-1,,Desano,590_carainyame,ya(e)mú,yamú,,,KochGrünberg2014[826],,,,
Yupua-590_carainyame-1,,Yupua,590_carainyame,yámu,yámu,,,KochGrünberg2014[826],,,,
Yahuna-590_carainyame-1,,Yahuna,590_carainyame,ya'múa,ya'múa,,,KochGrünberg2014[826],,,,
Koretu-590_carainyame-1,,Koretu,590_carainyame,yaúre̥,yaúre̥,,,KochGrünberg2014[826],,,,
Yahuna-590_carainyame-2,,Yahuna,590_carainyame,ya(a)múa,yamúa,,,KochGrünberg2014[826],,,,
Desano-591_capsicum-1,,Desano,591_capsicum,biá,biá,,,KochGrünberg2014[826],,,,
Yupua-591_capsicum-1,,Yupua,591_capsicum,bía,bía,,,KochGrünberg2014[826],,,,
Koretu-591_capsicum-1,,Koretu,591_capsicum,bíare̥,bíare̥,,,KochGrünberg2014[826],,,,
Desano-592_peppersauce-1,,Desano,592_peppersauce,biátsuru,biátsuru,,,KochGrünberg2014[826],,,,
Yahuna-593_tucupi-1,,Yahuna,593_tucupi,gā́lie,gā́lie,,,KochGrünberg2014[826],,,,
Yahuna-593_tucupi-2,,Yahuna,593_tucupi,gā́li(e),gā́li,,,KochGrünberg2014[826],,,,
Desano-594_pineapple-1,,Desano,594_pineapple,tsē̠ná,tsē̠ná,,,KochGrünberg2014[826],,,,
Yupua-594_pineapple-1,,Yupua,594_pineapple,(t)sī́ne,sī́ne,,,KochGrünberg2014[826],,,,
Yahuna-594_pineapple-1,,Yahuna,594_pineapple,māruká,māruká,,,KochGrünberg2014[826],,,,
Koretu-594_pineapple-1,,Koretu,594_pineapple,máiroke̥,máiroke̥,,,KochGrünberg2014[826],,,,
Yupua-594_pineapple-2,,Yupua,594_pineapple,sī́ne,sī́ne,,,KochGrünberg2014[826],,,,
Desano-595_tame-1,,Desano,595_tame,mē̠né̠,mē̠né̠,,,KochGrünberg2014[826],,,,
Yupua-595_tame-1,,Yupua,595_tame,mīni,mīni,,,KochGrünberg2014[826],,,,
Yahuna-595_tame-1,,Yahuna,595_tame,mē̠né̠,mē̠né̠,,,KochGrünberg2014[826],,,,
Koretu-595_tame-1,,Koretu,595_tame,mé̠'ne̠re̥,mé̠'ne̠re̥,,,KochGrünberg2014[826],,,,
Desano-596_savage-1,,Desano,596_savage,bī́kali,bī́kali,,,KochGrünberg2014[826],,,,
Yupua-597_cocoa-1,,Yupua,597_cocoa,kakáu,kakáu,,,KochGrünberg2014[826],,,,
Yahuna-597_cocoa-1,,Yahuna,597_cocoa,kakáu,kakáu,,,KochGrünberg2014[826],,,,
Yahuna-597_cocoa-2,,Yahuna,597_cocoa,kakáua,kakáua,,,KochGrünberg2014[826],,,,
Yahuna-597_cocoa-3,,Yahuna,597_cocoa,iyotū́li,iyotū́li,,,KochGrünberg2014[826],,,,
Desano-598_yapura-1,,Desano,598_yapura,diábāli,diábāli,,,KochGrünberg2014[826],,,,
Yahuna-599_cucura-1,,Yahuna,599_cucura,ī(d)yáka,īyáka,,,KochGrünberg2014[826],,,,
Desano-600_umari-1,,Desano,600_umari,mé̥,mé̥,,,KochGrünberg2014[826],,,,
Yupua-600_umari-1,,Yupua,600_umari,mḗ,mḗ,,,KochGrünberg2014[826],,,,
Yahuna-600_umari-1,,Yahuna,600_umari,māmía,māmía,,,KochGrünberg2014[826],,,,
Koretu-600_umari-1,,Koretu,600_umari,mā́'me̥re̥,mā́'me̥re̥,,,KochGrünberg2014[826],,,,
Desano-601_abiu-1,,Desano,601_abiu,ex̯tóga,ex̯tóga,,,KochGrünberg2014[826],,,,
Yahuna-601_abiu-1,,Yahuna,601_abiu,kā́laga,kā́laga,,,KochGrünberg2014[826],,,,
Yahuna-602_iua-1,,Yahuna,602_iua,tóaka,tóaka,,,KochGrünberg2014[826],,,,
Yahuna-603_copoasu-1,,Yahuna,603_copoasu,mānyayapúa,mānyayapúa,,,KochGrünberg2014[826],,,,
Yahuna-603_copoasu-2,,Yahuna,603_copoasu,ī́oa,ī́oa,,,KochGrünberg2014[826],,,,
Yahuna-604_copoai-1,,Yahuna,604_copoai,yātúlika,yātúlika,,,KochGrünberg2014[826],,,,
Yahuna-604_copoai-2,,Yahuna,604_copoai,yātúlike,yātúlike,,,KochGrünberg2014[826],,,,
Yahuna-605_cumaru-1,,Yahuna,605_cumaru,kumarú,kumarú,,,KochGrünberg2014[826],,,,
Yahuna-605_cumaru-2,,Yahuna,605_cumaru,kumalú,kumalú,,,KochGrünberg2014[826],,,,
Yahuna-606_cubiu-1,,Yahuna,606_cubiu,bārá,bārá,,,KochGrünberg2014[826],,,,
Yahuna-607_pinupinumedicinalplant-1,,Yahuna,607_pinupinumedicinalplant,huhía,huhía,,,KochGrünberg2014[826],,,,
Yahuna-608_pokeanut-1,,Yahuna,608_pokeanut,úle̠tsika,úle̠tsika,,,KochGrünberg2014[826],,,,
Yahuna-609_ukuki-1,,Yahuna,609_ukuki,pupáka,pupáka,,,KochGrünberg2014[826],,,,
Desano-610_pumpkin-1,,Desano,610_pumpkin,wādá,wādá,,,KochGrünberg2014[826],,,,
Desano-611_timbo-1,,Desano,611_timbo,mīá,mīá,,,KochGrünberg2014[826],,,,
Yupua-611_timbo-1,,Yupua,611_timbo,e̠omix̯(t)sí,e̠omix̯sí,,,KochGrünberg2014[826],,,,
Yahuna-611_timbo-1,,Yahuna,611_timbo,ē̠nyamihia,ē̠nyamihia,,,KochGrünberg2014[826],,,,
Koretu-611_timbo-1,,Koretu,611_timbo,saítakurse̥,saítakurse̥,,,KochGrünberg2014[826],,,,
Desano-612_sipo-1,,Desano,612_sipo,tse̥(g)ā́,tse̥ā́,,,KochGrünberg2014[826],,,,
Yupua-612_sipo-1,,Yupua,612_sipo,mí(x̯)si,mísi,,,KochGrünberg2014[826],,,,
Yahuna-612_sipo-1,,Yahuna,612_sipo,mihía,mihía,,,KochGrünberg2014[826],,,,
Koretu-612_sipo-1,,Koretu,612_sipo,mix̯sire̥,mix̯sire̥,,,KochGrünberg2014[826],,,,
Yupua-612_sipo-2,,Yupua,612_sipo,míx̯(t)si,míx̯si,,,KochGrünberg2014[826],,,,
Yupua-613_rubber-1,,Yupua,613_rubber,kaut(š)u,kautu,,,KochGrünberg2014[826],,,,
Yahuna-613_rubber-1,,Yahuna,613_rubber,kukúlate̠kua,kukúlate̠kua,,,KochGrünberg2014[826],,,,
Koretu-613_rubber-1,,Koretu,613_rubber,kause̥,kause̥,,,KochGrünberg2014[826],,,,
Desano-614_rubber-1,,Desano,614_rubber,gṓde̥xka,gṓde̥xka,,,KochGrünberg2014[826],,,,
Yupua-614_rubber-1,,Yupua,614_rubber,uaxtx̯ú,uaxtx̯ú,,,KochGrünberg2014[826],,,,
Yahuna-614_rubber-1,,Yahuna,614_rubber,oahoaté̠kua,oahoaté̠kua,,,KochGrünberg2014[826],,,,
Yupua-614_rubber-2,,Yupua,614_rubber,uaxt(š)ú,uaxtú,,,KochGrünberg2014[826],,,,
Yupua-615_gummymilk-1,,Yupua,615_gummymilk,uaxtx̯udi,uaxtx̯udi,,,KochGrünberg2014[826],,,,
Desano-616_bamboo-1,,Desano,616_bamboo,uaá,uaá,,,KochGrünberg2014[826],,,,
Yahuna-616_bamboo-1,,Yahuna,616_bamboo,uālá,uālá,,,KochGrünberg2014[826],,,,
Yahuna-616_bamboo-2,,Yahuna,616_bamboo,iúa,iúa,,,KochGrünberg2014[826],,,,
Desano-617_giantreed-1,,Desano,617_giantreed,gālé̥,gālé̥,,,KochGrünberg2014[826],,,,
Yahuna-617_giantreed-1,,Yahuna,617_giantreed,anía,anía,,,KochGrünberg2014[826],,,,
Yahuna-617_giantreed-2,,Yahuna,617_giantreed,āníe,āníe,,,KochGrünberg2014[826],,,,
Yahuna-618_sugarcane-1,,Yahuna,618_sugarcane,kā́la,kā́la,,,KochGrünberg2014[826],,,,
Desano-619_urucu-1,,Desano,619_urucu,moxtsá,moxtsá,,,KochGrünberg2014[826],,,,
Yupua-619_urucu-1,,Yupua,619_urucu,mó(x)sa,mósa,,,KochGrünberg2014[826],,,,
Yahuna-619_urucu-1,,Yahuna,619_urucu,muhá,muhá,,,KochGrünberg2014[826],,,,
Koretu-619_urucu-1,,Koretu,619_urucu,muxtā́re̥,muxtā́re̥,,,KochGrünberg2014[826],,,,
Desano-620_carayuru-1,,Desano,620_carayuru,gōnoi̯yá,gōnoi̯yá,,,KochGrünberg2014[826],,,,
Yupua-620_carayuru-1,,Yupua,620_carayuru,(ṅ)ge̥lā(d)yí,ge̥lāyí,,,KochGrünberg2014[826],,,,
Yahuna-620_carayuru-1,,Yahuna,620_carayuru,kḗ̠naka,kḗ̠naka,,,KochGrünberg2014[826],,,,
Koretu-620_carayuru-1,,Koretu,620_carayuru,kiámikolire̥,kiámikolire̥,,,KochGrünberg2014[826],,,,
Desano-621_genipapo-1,,Desano,621_genipapo,kōlá,kōlá,,,KochGrünberg2014[826],,,,
Desano-621_genipapo-2,,Desano,621_genipapo,kōrá,kōrá,,,KochGrünberg2014[826],,,,
Yahuna-622_moldonmandiocacake-1,,Yahuna,622_moldonmandiocacake,t(s)au̯ā́nipatunie̯,tau̯ā́nipatunie̯,,,KochGrünberg2014[826],,,,
Desano-623_miriti-1,,Desano,623_miriti,ne̠é̠,ne̠é̠,,,KochGrünberg2014[826],,,,
Yupua-623_miriti-1,,Yupua,623_miriti,níi,níi,,,KochGrünberg2014[826],,,,
Yahuna-623_miriti-1,,Yahuna,623_miriti,ne̠é̠,ne̠é̠,,,KochGrünberg2014[826],,,,
Koretu-623_miriti-1,,Koretu,623_miriti,nḗ̠re̥,nḗ̠re̥,,,KochGrünberg2014[826],,,,
Desano-624_tucum-1,,Desano,624_tucum,yoxkápolani,yoxkápolani,,,KochGrünberg2014[826],,,,
Yupua-624_tucum-1,,Yupua,624_tucum,yó(x)ka,yóka,,,KochGrünberg2014[826],,,,
Yahuna-624_tucum-1,,Yahuna,624_tucum,yu(x)ká,yuká,,,KochGrünberg2014[826],,,,
Koretu-624_tucum-1,,Koretu,624_tucum,aúlikiare̥,aúlikiare̥,,,KochGrünberg2014[826],,,,
Desano-624_tucum-2,,Desano,624_tucum,yoxkáponani,yoxkáponani,,,KochGrünberg2014[826],,,,
Desano-625_tucuma-1,,Desano,625_tucuma,pē̠rá,pē̠rá,,,KochGrünberg2014[826],,,,
Desano-626_carana-1,,Desano,626_carana,muhí ,muhí,,,KochGrünberg2014[826],,,,
Yahuna-626_carana-1,,Yahuna,626_carana,muía,muía,,,KochGrünberg2014[826],,,,
Desano-627_puxiuba-1,,Desano,627_puxiuba,yōmóloyū̠li,yōmóloyū̠li,,,KochGrünberg2014[827],,,,
Yahuna-627_puxiuba-1,,Yahuna,627_puxiuba,yaé̠a,yaé̠a,,,KochGrünberg2014[827],,,,
Desano-628_piassaba-1,,Desano,628_piassaba,piasá,piasá,,,KochGrünberg2014[827],,,,
Yahuna-629_yauary-1,,Yahuna,629_yauary,tūpía,tūpía,,,KochGrünberg2014[827],,,,
Yahuna-630_busu-1,,Yahuna,630_busu,uahía,uahía,,,KochGrünberg2014[827],,,,
Desano-631_acai-1,,Desano,631_acai,mihí ,mihí,,,KochGrünberg2014[827],,,,
Yupua-631_acai-1,,Yupua,631_acai,píidika,píidika,,,KochGrünberg2014[827],,,,
Yahuna-631_acai-1,,Yahuna,631_acai,pipirika,pipirika,,,KochGrünberg2014[827],,,,
Koretu-631_acai-1,,Koretu,631_acai,hihī́re̥,hihī́re̥,,,KochGrünberg2014[827],,,,
Desano-632_pupunha-1,,Desano,632_pupunha,e̥lí ,e̥lí,,,KochGrünberg2014[827],,,,
Yupua-632_pupunha-1,,Yupua,632_pupunha,é̥li,é̥li,,,KochGrünberg2014[827],,,,
Yahuna-632_pupunha-1,,Yahuna,632_pupunha,īné̠,īné̠,,,KochGrünberg2014[827],,,,
Koretu-632_pupunha-1,,Koretu,632_pupunha,é̥'ne̠re̥,é̥'ne̠re̥,,,KochGrünberg2014[827],,,,
Desano-633_pataua-1,,Desano,633_pataua,yūmú,yūmú,,,KochGrünberg2014[827],,,,
Yahuna-633_pataua-1,,Yahuna,633_pataua,yau̯mía,yau̯mía,,,KochGrünberg2014[827],,,,
Yahuna-634_bacaba-1,,Yahuna,634_bacaba,yomimákalaka,yomimákalaka,,,KochGrünberg2014[827],,,,
Desano-635_little-1,,Desano,635_little,āminiḗ̠ga,āminiḗ̠ga,,,KochGrünberg2014[827],,,,
Yupua-635_little-1,,Yupua,635_little,(t)si(i)áa(d)ya,siáaya,,,KochGrünberg2014[827],,,,
Yahuna-635_little-1,,Yahuna,635_little,kōpahe̠ká,kōpahe̠ká,,,KochGrünberg2014[827],,,,
Koretu-635_little-1,,Koretu,635_little,yóḥe̠,yóḥe̠,,,KochGrünberg2014[827],,,,
Desano-636_alotof-1,,Desano,636_alotof,ue̥liniḗ̠ro,ue̥liniḗ̠ro,,,KochGrünberg2014[827],,,,
Yupua-636_alotof-1,,Yupua,636_alotof,paxhá,paxhá,,,KochGrünberg2014[827],,,,
Yahuna-636_alotof-1,,Yahuna,636_alotof,ni'kimaká,ni'kimaká,,,KochGrünberg2014[827],,,,
Koretu-636_alotof-1,,Koretu,636_alotof,hā́ne̠,hā́ne̠,,,KochGrünberg2014[827],,,,
Desano-637_half-1,,Desano,637_half,dex̯kó,dex̯kó,,,KochGrünberg2014[827],,,,
Yupua-637_half-1,,Yupua,637_half,de̠kapá(a),de̠kapá,,,KochGrünberg2014[827],,,,
Koretu-637_half-1,,Koretu,637_half,tokíaḥu,tokíaḥu,,,KochGrünberg2014[827],,,,
Desano-638_full-1,,Desano,638_full,ohóte̥liri,ohóte̥liri,,,KochGrünberg2014[827],,,,
Yupua-638_full-1,,Yupua,638_full,mó(n)ya,móya,,,KochGrünberg2014[827],,,,
Koretu-638_full-1,,Koretu,638_full,pusíḥae̠,pusíḥae̠,,,KochGrünberg2014[827],,,,
Desano-639_everything-1,,Desano,639_everything,pahā́nika,pahā́nika,,,KochGrünberg2014[827],,,,
Yupua-639_everything-1,,Yupua,639_everything,du(x)hā(d)yá,duhāyá,,,KochGrünberg2014[827],,,,
Yahuna-639_everything-1,,Yahuna,639_everything,lí(x̯)taha,lítaha,,,KochGrünberg2014[827],,,,
Koretu-639_everything-1,,Koretu,639_everything,tirítote̠,tirítote̠,,,KochGrünberg2014[827],,,,
Desano-640_i-1,,Desano,640_i,yeé̥,yeé̥,,,KochGrünberg2014[828],,,,
Yupua-640_i-1,,Yupua,640_i,yée̥,yée̥,,,KochGrünberg2014[828],,,,
Yahuna-640_i-1,,Yahuna,640_i,yií,yií,,,KochGrünberg2014[828],,,,
Koretu-640_i-1,,Koretu,640_i,yéhe̥,yéhe̥,,,KochGrünberg2014[828],,,,
Desano-641_you-1,,Desano,641_you,me̥é,me̥é,,,KochGrünberg2014[828],,,,
Yupua-641_you-1,,Yupua,641_you,mé̥e̥,mé̥e̥,,,KochGrünberg2014[828],,,,
Yahuna-641_you-1,,Yahuna,641_you,mií,mií,,,KochGrünberg2014[828],,,,
Koretu-641_you-1,,Koretu,641_you,mé̥he̥,mé̥he̥,,,KochGrünberg2014[828],,,,
Desano-641_you-2,,Desano,641_you,meé,meé,,,KochGrünberg2014[828],,,,
Desano-642_he-1,,Desano,642_he,iṅ(g)é̥,iṅé̥,,,KochGrünberg2014[828],,,,
Yupua-642_he-1,,Yupua,642_he,íge̥,íge̥,,,KochGrünberg2014[828],,,,
Yahuna-642_he-1,,Yahuna,642_he,āpiká ,āpiká,,,KochGrünberg2014[828],,,,
Koretu-642_he-1,,Koretu,642_he,aháke̥ ,aháke̥,,,KochGrünberg2014[828],,,,
Yahuna-643_another-1,,Yahuna,643_another,āpiká,āpiká,,,KochGrünberg2014[828],,,,
Koretu-643_another-1,,Koretu,643_another,aháke̥ ,aháke̥,,,KochGrünberg2014[828],,,,
Desano-644_we-1,,Desano,644_we,māli,māli,,,KochGrünberg2014[828],,,,
Yupua-644_we-1,,Yupua,644_we,ge̥á,ge̥á,,,KochGrünberg2014[828],,,,
Yahuna-644_we-1,,Yahuna,644_we,dyihá,dyihá,,,KochGrünberg2014[828],,,,
Koretu-644_we-1,,Koretu,644_we,yéta,yéta,,,KochGrünberg2014[828],,,,
Koretu-644_we-2,,Koretu,644_we,yé'ta,yé'ta,,,KochGrünberg2014[828],,,,
Koretu-644_we-3,,Koretu,644_we,yé(e)ta,yéta,,,KochGrünberg2014[828],,,,
Desano-645_your-1,,Desano,645_your,me̥á,me̥á,,,KochGrünberg2014[828],,,,
Yupua-645_your-1,,Yupua,645_your,mé̥a,mé̥a,,,KochGrünberg2014[828],,,,
Yahuna-645_your-1,,Yahuna,645_your,mihá,mihá,,,KochGrünberg2014[828],,,,
Koretu-645_your-1,,Koretu,645_your,mé̥ta,mé̥ta,,,KochGrünberg2014[828],,,,
Desano-645_your-2,,Desano,645_your,meá,meá,,,KochGrünberg2014[828],,,,
Desano-646_they-1,,Desano,646_they,īná,īná,,,KochGrünberg2014[828],,,,
Yupua-646_they-1,,Yupua,646_they,e̥dyé̥,e̥dyé̥,,,KochGrünberg2014[828],,,,
Yahuna-646_they-1,,Yahuna,646_they,ī'ná,ī'ná,,,KochGrünberg2014[828],,,,
Koretu-646_they-1,,Koretu,646_they,yáhaāre̥,yáhaāre̥,,,KochGrünberg2014[828],,,,
Desano-647_other-1,,Desano,647_other,gaxī́na,gaxī́na,,,KochGrünberg2014[828],,,,
Yupua-647_other-1,,Yupua,647_other,gaéi,gaéi,,,KochGrünberg2014[828],,,,
Desano-648_mybow-1,,Desano,648_mybow,yā́be̠ro buiríbe̠ro,yā́be̠ro_buiríbe̠ro,,,KochGrünberg2014[828],,,,
Yupua-648_mybow-1,,Yupua,648_mybow,yapātua(d)yá,yapātuayá,,,KochGrünberg2014[828],,,,
Yahuna-648_mybow-1,,Yahuna,648_mybow,yite̠mupáí(e),yite̠mupáí,,,KochGrünberg2014[828],,,,
Koretu-648_mybow-1,,Koretu,648_mybow,sípatolo,sípatolo,,,KochGrünberg2014[828],,,,
Yupua-648_mybow-2,,Yupua,648_mybow,yapātupáhi,yapātupáhi,,,KochGrünberg2014[828],,,,
Desano-649_yourbow-1,,Desano,649_yourbow,mé̥yabe̠ro buiríbe̠ro,mé̥yabe̠ro_buiríbe̠ro,,,KochGrünberg2014[828],,,,
Yupua-649_yourbow-1,,Yupua,649_yourbow,mé̥e̥(d)yapātupáhi,mé̥e̥yapātupáhi,,,KochGrünberg2014[828],,,,
Yahuna-649_yourbow-1,,Yahuna,649_yourbow,mínikate̠mupái(e),mínikate̠mupái,,,KochGrünberg2014[828],,,,
Koretu-649_yourbow-1,,Koretu,649_yourbow,mé̠patolo,mé̠patolo,,,KochGrünberg2014[828],,,,
Yahuna-650_yourcoca-1,,Yahuna,650_yourcoca,mitaā́bika,mitaā́bika,,,KochGrünberg2014[828],,,,
Desano-651_hisbow-1,,Desano,651_hisbow,ĩ̄ṅẽyábe̠ro buiríbe̠ro ,ĩ̄ṅẽyábe̠ro_buiríbe̠ro,,,KochGrünberg2014[828],,,,
Yupua-651_hisbow-1,,Yupua,651_hisbow,ige̥(d)yapātupáhi,ige̥yapātupáhi,,,KochGrünberg2014[828],,,,
Yahuna-651_hisbow-1,,Yahuna,651_hisbow,apikaliká te̠muyī́liuiia,apikaliká_te̠muyī́liuiia,,,KochGrünberg2014[828],,,,
Koretu-651_hisbow-1,,Koretu,651_hisbow,ahaké̥patolo,ahaké̥patolo,,,KochGrünberg2014[828],,,,
Desano-652_ourhouse-1,,Desano,652_ourhouse,mālíyawii,mālíyawii,,,KochGrünberg2014[828],,,,
Yupua-652_ourhouse-1,,Yupua,652_ourhouse,maí(d)yau̯e̠é̠,maíyau̯e̠é̠,,,KochGrünberg2014[828],,,,
Yahuna-652_ourhouse-1,,Yahuna,652_ourhouse,yī́liuiia,yī́liuiia,,,KochGrünberg2014[828],,,,
Koretu-652_ourhouse-1,,Koretu,652_ourhouse,siuī́re̥,siuī́re̥,,,KochGrünberg2014[828],,,,
Desano-653_yourhouse-1,,Desano,653_yourhouse,me̥ā́yawii,me̥ā́yawii,,,KochGrünberg2014[828],,,,
Yupua-653_yourhouse-1,,Yupua,653_yourhouse,mé̥ā(d)yau̯e̠é̠,mé̥āyau̯e̠é̠,,,KochGrünberg2014[828],,,,
Yahuna-653_yourhouse-1,,Yahuna,653_yourhouse,miháliuiia,miháliuiia,,,KochGrünberg2014[828],,,,
Koretu-653_yourhouse-1,,Koretu,653_yourhouse,me̠sauī́re̥,me̠sauī́re̥,,,KochGrünberg2014[828],,,,
Desano-654_yourhouse-1,,Desano,654_yourhouse,īnayáwii,īnayáwii,,,KochGrünberg2014[828],,,,
Yupua-654_yourhouse-1,,Yupua,654_yourhouse,e̥(d)yé̥(d)yau̯e̠é̠,e̥yé̥yau̯e̠é̠,,,KochGrünberg2014[828],,,,
Yahuna-654_yourhouse-1,,Yahuna,654_yourhouse,nāliuiía,nāliuiía,,,KochGrünberg2014[828],,,,
Koretu-654_yourhouse-1,,Koretu,654_yourhouse,ne̠uī́re̥,ne̠uī́re̥,,,KochGrünberg2014[828],,,,
Desano-655_large-1,,Desano,655_large,ue̥alṓgelo,ue̥alṓgelo,,,KochGrünberg2014[828],,,,
Yupua-655_large-1,,Yupua,655_large,paḥá(d)ya,paḥáya,,,KochGrünberg2014[828],,,,
Yahuna-655_large-1,,Yahuna,655_large,ho'baká,ho'baká,,,KochGrünberg2014[828],,,,
Koretu-655_large-1,,Koretu,655_large,háne̠,háne̠,,,KochGrünberg2014[828],,,,
Desano-656_small-1,,Desano,656_small,ãmĩ(g)ĩ́(g)ã,ãmĩĩ́ã,,,KochGrünberg2014[828],,,,
Yupua-656_small-1,,Yupua,656_small,(t)siā́(d)ya,siā́ya,,,KochGrünberg2014[828],,,,
Yahuna-656_small-1,,Yahuna,656_small,kúpai̯ka,kúpai̯ka,,,KochGrünberg2014[828],,,,
Koretu-656_small-1,,Koretu,656_small,yṓhe̠,yṓhe̠,,,KochGrünberg2014[828],,,,
Yupua-656_small-2,,Yupua,656_small,siā́(d)ya,siā́ya,,,KochGrünberg2014[828],,,,
Desano-657_high-1,,Desano,657_high,e̥mã(g)ẽ́gero,e̥mãẽ́gero,,,KochGrünberg2014[828],,,,
Desano-658_deep-1,,Desano,658_deep,ekā́noke̠,ekā́noke̠,,,KochGrünberg2014[828],,,,
Desano-659_long-1,,Desano,659_long,yuā́loge̠,yuā́loge̠,,,KochGrünberg2014[828],,,,
Yupua-659_long-1,,Yupua,659_long,yoā(d)yá,yoāyá,,,KochGrünberg2014[828],,,,
Yahuna-659_long-1,,Yahuna,659_long,yóaka,yóaka,,,KochGrünberg2014[828],,,,
Koretu-659_long-1,,Koretu,659_long,yó(o)e̠,yóe̠,,,KochGrünberg2014[828],,,,
Desano-660_short-1,,Desano,660_short,yoā́be̠a,yoā́be̠a,,,KochGrünberg2014[828],,,,
Yupua-660_short-1,,Yupua,660_short,ye̠é̠ua,ye̠é̠ua,,,KochGrünberg2014[828],,,,
Koretu-660_short-1,,Koretu,660_short,kū́ne̠,kū́ne̠,,,KochGrünberg2014[828],,,,
Desano-661_wide-1,,Desano,661_wide,ē̠(e)yā́lo,ē̠yā́lo,,,KochGrünberg2014[828],,,,
Yupua-661_wide-1,,Yupua,661_wide,paḥá(d)ya,paḥáya,,,KochGrünberg2014[828],,,,
Koretu-661_wide-1,,Koretu,661_wide,hā́naia,hā́naia,,,KochGrünberg2014[828],,,,
Koretu-661_wide-2,,Koretu,661_wide,hā́naya,hā́naya,,,KochGrünberg2014[828],,,,
Desano-662_fatadjective-2,,Desano,662_fatadjective,ue̥agé̥gero,ue̥agé̥gero,,,KochGrünberg2014[828],,,,
Yupua-662_fatadjective-2,,Yupua,662_fatadjective,yauí,yauí,,,KochGrünberg2014[828],,,,
Yahuna-662_fatadjective-1,,Yahuna,662_fatadjective,úkirika,úkirika,,,KochGrünberg2014[828],,,,
Koretu-662_fatadjective-1,,Koretu,662_fatadjective,he̥yḗ̠ke̥ke̥,he̥yḗ̠ke̥ke̥,,,KochGrünberg2014[828],,,,
Koretu-662_fatadjective-2,,Koretu,662_fatadjective,he̥iḗ̠ke̥ke̥,he̥iḗ̠ke̥ke̥,,,KochGrünberg2014[828],,,,
Desano-663_skinny-1,,Desano,663_skinny,gāgúāmi,gāgúāmi,,,KochGrünberg2014[828],,,,
Yupua-663_skinny-1,,Yupua,663_skinny,diimé̥,diimé̥,,,KochGrünberg2014[828],,,,
Desano-664_heavy-1,,Desano,664_heavy,ne̥xké̥lika,ne̥xké̥lika,,,KochGrünberg2014[828],,,,
Yahuna-664_heavy-1,,Yahuna,664_heavy,ni'kía,ni'kía,,,KochGrünberg2014[828],,,,
Desano-665_light-1,,Desano,665_light,kālaue̯lī́na,kālaue̯lī́na,,,KochGrünberg2014[828],,,,
Yahuna-665_light-1,,Yahuna,665_light,kóalime̠e̠be̠,kóalime̠e̠be̠,,,KochGrünberg2014[828],,,,
Desano-665_light-2,,Desano,665_light,kānaue̯lī́na,kānaue̯lī́na,,,KochGrünberg2014[828],,,,
Desano-666_cold-1,,Desano,666_cold,yex̯sā́nika,yex̯sā́nika,,,KochGrünberg2014[828],,,,
Yupua-666_cold-1,,Yupua,666_cold,(t)se̥x̯(t)sé̥,se̥x̯sé̥,,,KochGrünberg2014[828],,,,
Yahuna-666_cold-1,,Yahuna,666_cold,híhia,híhia,,,KochGrünberg2014[828],,,,
Koretu-666_cold-1,,Koretu,666_cold,táe̥ne̠,táe̥ne̠,,,KochGrünberg2014[828],,,,
Yupua-666_cold-2,,Yupua,666_cold,se̥x̯sé̥,se̥x̯sé̥,,,KochGrünberg2014[828],,,,
Yupua-666_cold-3,,Yupua,666_cold,(t)six̯(t)sí,six̯sí,,,KochGrünberg2014[828],,,,
Yupua-667_verycold-1,,Yupua,667_verycold,(t)six̯(t)síama,six̯síama,,,KochGrünberg2014[828],,,,
Yupua-667_verycold-2,,Yupua,667_verycold,(t)se̥x̯(t)sé̥ama,se̥x̯sé̥ama,,,KochGrünberg2014[828],,,,
Desano-668_warm-1,,Desano,668_warm,axtsī́nika,axtsī́nika,,,KochGrünberg2014[828],,,,
Yupua-668_warm-1,,Yupua,668_warm,ax(t)síama,axsíama,,,KochGrünberg2014[828],,,,
Yahuna-668_warm-1,,Yahuna,668_warm,ihía,ihía,,,KochGrünberg2014[828],,,,
Koretu-668_warm-1,,Koretu,668_warm,hḗ̠kiaki,hḗ̠kiaki,,,KochGrünberg2014[828],,,,
Desano-669_dry-1,,Desano,669_dry,boxhoáa,boxhoáa,,,KochGrünberg2014[828],,,,
Yupua-669_dry-1,,Yupua,669_dry,póoma,póoma,,,KochGrünberg2014[828],,,,
Yahuna-669_dry-1,,Yahuna,669_dry,pōpóa,pōpóa,,,KochGrünberg2014[828],,,,
Koretu-669_dry-1,,Koretu,669_dry,oálōre̠,oálōre̠,,,KochGrünberg2014[828],,,,
Desano-670_wet-1,,Desano,670_wet,dexkópakana,dexkópakana,,,KochGrünberg2014[828],,,,
Yahuna-670_wet-1,,Yahuna,670_wet,uiíaka,uiíaka,,,KochGrünberg2014[828],,,,
Desano-671_rotten-1,,Desano,671_rotten,boā́ya,boā́ya,,,KochGrünberg2014[828],,,,
Yahuna-671_rotten-1,,Yahuna,671_rotten,lā́baika,lā́baika,,,KochGrünberg2014[828],,,,
