ID	CONCEPT	CONCEPT_IN_SOURCE	DATASET	DOCULECT	GLOTTOCODE	VALUE	FORM	TOKENS	LID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
3333	ant	ant	kochtukanoan	K-Koretu	cure1236	aútone̠ne̥	aútone̠ne̥	a u t ɔ n ɛ n ɨ	kochtukanoan-Koretu-532_ant-1	7 7 1 7 4 7 4 7	XYBYBYBZ	AYTUNENI	5	5.A.V 5.Y.V 5.T.C 5.U.V 5.N.C 5.E.V 5.N.C 5.I.V	1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	autɔnɛnɨ	0	54
3334	ant	ant	kochtukanoan	K-Koretu	cure1236	aú(n)tone̠ne̥	aútone̠ne̥	a u t ɔ n ɛ n ɨ	kochtukanoan-Koretu-532_ant-2	7 7 1 7 4 7 4 7	XYBYBYBZ	AYTUNENI	5	5.A.V 5.Y.V 5.T.C 5.U.V 5.N.C 5.E.V 5.N.C 5.I.V	1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	autɔnɛnɨ	1	54
120	anteater	anteater	hubercolumbian	H-Desano	desa1247	bugú	bugú	b u g u	hubercolumbian-Desano-109_anteater-1	1 7 1 7	AXBZ	PYKY	1	1.P.C 1.Y.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	bugu	0	55
517	anteater	anteater	hubercolumbian	H-Siriano	siri1274	bugú	bugú	b u g u	hubercolumbian-Siriano-109_anteater-1	1 7 1 7	AXBZ	PYKY	2	2.P.C 2.Y.V 2.K.C 2.Y.V	2.0 1.5 1.75 0.8	bugu	0	55
901	anteater	anteater	hubercolumbian	H-Tanimuca	tani1257	wẽãka	wẽãka	w ẽ ã k a	hubercolumbian-Tanimuca-109_anteater-1	6 7 7 1 7	AXYBZ	WEAKA	3	3.W.C 3.E.V 3.A.V 3.K.C 3.A.V	2.0 1.5 1.3 1.75 0.8	wẽãka	0	55
1259	anus	anus	kochtukanoan	K-Desano	desa1247	gé̥labe̠	gé̥labe̠	g ɨ ɺ a b ɛ	kochtukanoan-Desano-73_anus-1	1 7 5 7 1 7	AXBYBZ	KIRAPE	4	4.K.C 4.I.V 4.R.C 4.A.V 4.P.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	gɨɺabɛ	0	56
1925	anus	anus	kochtukanoan	K-Yupua	jupu1235	gé̥tago	gé̥tago	g ɨ t a g ɔ	kochtukanoan-Yupua-73_anus-1	1 7 1 7 1 7	AXBYBZ	KITAKU	7	7.K.C 7.I.V 7.T.C 7.A.V 7.K.C 7.U.V	2.0 1.5 1.75 1.3 1.75 0.8	gɨtagɔ	0	57
1926	anus	anus	kochtukanoan	K-Yupua	jupu1235	yagé̥tago	yagé̥tago	j a g ɨ t a g ɔ	kochtukanoan-Yupua-73_anus-2	6 7 1 7 1 7 1 7	AXBYBYBZ	JAKITAKU	7	7.J.C 7.A.V 7.K.C 7.I.V 7.T.C 7.A.V 7.K.C 7.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	jagɨtagɔ	0	57
2444	anus	anus	kochtukanoan	K-Yahuna	yahu1241	itopé̠a	itopé̠a	i t ɔ p ɛ a	kochtukanoan-Yahuna-73_anus-1	7 1 7 1 7 7	XBYBYZ	ITUPEA	6	6.I.V 6.T.C 6.U.V 6.P.C 6.E.V 6.A.V	1.5 1.75 1.3 1.75 1.3 0.8	itɔpɛa	0	56
3140	anus	anus	kochtukanoan	K-Koretu	cure1236	sike̥tágoḥe̠	sike̥tágoḥe̠	s i k ɨ t a g ɔ h ɛ	kochtukanoan-Koretu-73_anus-1	3 7 1 7 1 7 1 7 3 7	AXBYBYBYBZ	SIKITAKUHE	5	5.S.C 5.I.V 5.K.C 5.I.V 5.T.C 5.A.V 5.K.C 5.U.V 5.H.C 5.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	sikɨtagɔhɛ	0	57
1564	aracuã	aracuã	kochtukanoan	K-Desano	desa1247	uā́galo	uā́galo	w a a g a ɺ ɔ	kochtukanoan-Desano-463_aracua-1	6 7 7 1 7 5 7	AXYBYBZ	WAAKARU	4	4.W.C 4.A.V 4.A.V 4.K.C 4.A.V 4.R.C 4.U.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	waagaɺɔ	0	58
1565	aracuã	aracuã	kochtukanoan	K-Desano	desa1247	uā́gāro	uā́gāro	w a a g a a ɾ ɔ	kochtukanoan-Desano-463_aracua-2	6 7 7 1 7 7 5 7	AXYBYYBZ	WAAKAARU	4	4.W.C 4.A.V 4.A.V 4.K.C 4.A.V 4.A.V 4.R.C 4.U.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 0.8	waagaaɾɔ	0	58
1593	aracú	aracú	kochtukanoan	K-Desano	desa1247	bóleka	bóleka	b ɔ ɺ e k a	kochtukanoan-Desano-506_aracu-1	1 7 5 7 1 7	AXBYBZ	PUREKA	4	4.P.C 4.U.V 4.R.C 4.E.V 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bɔɺeka	0	59
2157	aracú	aracú	kochtukanoan	K-Yupua	jupu1235	bṓle̠ka	bṓle̠ka	b ɔ ɔ ɺ ɛ k a	kochtukanoan-Yupua-506_aracu-1	1 7 7 5 7 1 7	AXYBYBZ	PUUREKA	7	7.P.C 7.U.V 7.U.V 7.R.C 7.E.V 7.K.C 7.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	bɔɔɺɛka	0	59
2858	aracú	aracú	kochtukanoan	K-Yahuna	yahu1241	botáka	botáka	b ɔ t a k a	kochtukanoan-Yahuna-506_aracu-1	1 7 1 7 1 7	AXBYBZ	PUTAKA	6	6.P.C 6.U.V 6.T.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bɔtaka	0	59
3322	aracú	aracú	kochtukanoan	K-Koretu	cure1236	pṓle̠kia	pṓle̠kia	p ɔ ɔ ɺ ɛ k i a	kochtukanoan-Koretu-506_aracu-1	1 7 7 5 7 1 7 7	AXYBYBYZ	PUUREKIA	5	5.P.C 5.U.V 5.U.V 5.R.C 5.E.V 5.K.C 5.I.V 5.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 0.8	pɔɔɺɛkia	0	59
21	arm	arm	hubercolumbian	H-Desano	desa1247	di̵ká	di̵ká	d ɨ k a	hubercolumbian-Desano-19_arm-1	1 7 1 7	AXBZ	TIKA	1	1.T.C 1.I.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	dɨka	0	60
421	arm	arm	hubercolumbian	H-Siriano	siri1274	di̵ká	di̵ká	d ɨ k a	hubercolumbian-Siriano-19_arm-1	1 7 1 7	AXBZ	TIKA	2	2.T.C 2.I.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	dɨka	0	60
806	arm	arm	hubercolumbian	H-Tanimuca	tani1257	jĩkapeʔpea	jĩkapeʔpea	j ĩ k a p e ʔ p e a	hubercolumbian-Tanimuca-19_arm-1	6 7 1 7 1 7 1 1 7 7	AXBYBYMBYZ	JIKAPEHPEA	3	3.J.C 3.I.V 3.K.C 3.A.V 3.P.C 3.E.V 3.H.c 3.P.C 3.E.V 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 1.3 0.8	jĩkapeʔpea	0	62
1209	arm	arm	kochtukanoan	K-Desano	desa1247	de̥xká	de̥xká	d ɨ h k a	kochtukanoan-Desano-27_arm-1	1 7 3 1 7	AXMBZ	TIHKA	4	4.T.C 4.I.V 4.H.c 4.K.C 4.A.V	2.0 1.5 1.1 1.75 0.8	dɨhka	0	60
1884	arm	arm	kochtukanoan	K-Yupua	jupu1235	di(x̯)ka	dika	d i k a	kochtukanoan-Yupua-27_arm-1	1 7 1 7	AXBZ	TIKA	7	7.T.C 7.I.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	dika	0	60
2394	arm	arm	kochtukanoan	K-Yahuna	yahu1241	nikapé̠pe̠	nikapé̠pe̠	n i k a p ɛ p ɛ	kochtukanoan-Yahuna-27_arm-1	4 7 1 7 1 7 1 7	AXBYBYBZ	NIKAPEPE	6	6.N.C 6.I.V 6.K.C 6.A.V 6.P.C 6.E.V 6.P.C 6.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	nikapɛpɛ	0	62
3114	arm	arm	kochtukanoan	K-Koretu	cure1236	silikíape̥	silikíape̥	s i ɺ i k i a p ɨ	kochtukanoan-Koretu-27_arm-1	3 7 5 7 1 7 7 1 7	AXBYBYYBZ	SIRIKIAPI	5	5.S.C 5.I.V 5.R.C 5.I.V 5.K.C 5.I.V 5.A.V 5.P.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	siɺikiapɨ	0	64
108	armadillo	armadillo	hubercolumbian	H-Desano	desa1247	pãbṹ	pãbṹ	p ã b ũ	hubercolumbian-Desano-100_armadillo-1	1 7 1 7	AXBZ	PAPY	1	1.P.C 1.A.V 1.P.C 1.Y.V	2.0 1.5 1.75 0.8	pãbũ	0	65
507	armadillo	armadillo	hubercolumbian	H-Siriano	siri1274	pãbṹ	pãbṹ	p ã b ũ	hubercolumbian-Siriano-100_armadillo-1	1 7 1 7	AXBZ	PAPY	2	2.P.C 2.A.V 2.P.C 2.Y.V	2.0 1.5 1.75 0.8	pãbũ	0	65
891	armadillo	armadillo	hubercolumbian	H-Tanimuca	tani1257	pabũã	pabũã	p a b ũ ã	hubercolumbian-Tanimuca-100_armadillo-1	1 7 1 7 7	AXBYZ	PAPYA	3	3.P.C 3.A.V 3.P.C 3.Y.V 3.A.V	2.0 1.5 1.75 1.3 0.8	pabũã	0	65
1529	armadillo	armadillo	kochtukanoan	K-Desano	desa1247	pāmú	pāmú	p a a m u	kochtukanoan-Desano-427_armadillo-1	1 7 7 4 7	AXYBZ	PAAMY	4	4.P.C 4.A.V 4.A.V 4.M.C 4.Y.V	2.0 1.5 1.3 1.75 0.8	paamu	0	65
2107	armadillo	armadillo	kochtukanoan	K-Yupua	jupu1235	pamólo	pamólo	p a m ɔ ɺ ɔ	kochtukanoan-Yupua-427_armadillo-1	1 7 4 7 5 7	AXBYBZ	PAMURU	7	7.P.C 7.A.V 7.M.C 7.U.V 7.R.C 7.U.V	2.0 1.5 1.75 1.3 1.75 0.8	pamɔɺɔ	0	65
2784	armadillo	armadillo	kochtukanoan	K-Yahuna	yahu1241	pamúa	pamúa	p a m u a	kochtukanoan-Yahuna-427_armadillo-1	1 7 4 7 7	AXBYZ	PAMYA	6	6.P.C 6.A.V 6.M.C 6.Y.V 6.A.V	2.0 1.5 1.75 1.3 0.8	pamua	0	65
3281	armadillo	armadillo	kochtukanoan	K-Koretu	cure1236	hāmu	hāmu	h a a m u	kochtukanoan-Koretu-427_armadillo-1	3 7 7 4 7	AXYBZ	HAAMY	5	5.H.C 5.A.V 5.A.V 5.M.C 5.Y.V	2.0 1.5 1.3 1.75 0.8	haamu	0	69
1531	armadillo shell	armadillo shell	kochtukanoan	K-Desano	desa1247	pāmúgax(t)siro	pāmúgaxsiro	p a a m u g a h s i ɾ ɔ	kochtukanoan-Desano-429_armadilloshell-1	1 7 7 4 7 1 7 3 3 7 5 7	AXYBYBYMBYBZ	PAAMYKAHSIRU	4	4.P.C 4.A.V 4.A.V 4.M.C 4.Y.V 4.K.C 4.A.V 4.H.c 4.S.C 4.I.V 4.R.C 4.U.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.1 1.75 1.3 1.75 0.8	paamugahsiɾɔ	0	70
1239	armpit	armpit	kochtukanoan	K-Desano	desa1247	kā́doxka	kā́doxka	k a a d ɔ h k a	kochtukanoan-Desano-57_armpit-1	1 7 7 1 7 3 1 7	AXYBYMBZ	KAATUHKA	4	4.K.C 4.A.V 4.A.V 4.T.C 4.U.V 4.H.c 4.K.C 4.A.V	2.0 1.5 1.3 1.75 1.3 1.1 1.75 0.8	kaadɔhka	0	71
2427	armpit	armpit	kochtukanoan	K-Yahuna	yahu1241	kākope̠roka	kākope̠roka	k a a k ɔ p ɛ ɾ ɔ k a	kochtukanoan-Yahuna-57_armpit-1	1 7 7 1 7 1 7 5 7 1 7	AXYBYBYBYBZ	KAAKUPERUKA	6	6.K.C 6.A.V 6.A.V 6.K.C 6.U.V 6.P.C 6.E.V 6.R.C 6.U.V 6.K.C 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kaakɔpɛɾɔka	0	72
1205	armpit hair	armpit hair	kochtukanoan	K-Desano	desa1247	kādoxkápoali	kādoxkápoali	k a a d ɔ h k a p ɔ a ɺ i	kochtukanoan-Desano-23_armpithair-1	1 7 7 1 7 3 1 7 1 7 7 5 7	AXYBYMBYBYYBZ	KAATUHKAPUARI	4	4.K.C 4.A.V 4.A.V 4.T.C 4.U.V 4.H.c 4.K.C 4.A.V 4.P.C 4.U.V 4.A.V 4.R.C 4.I.V	2.0 1.5 1.3 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.3 1.75 0.8	kaadɔhkapɔaɺi	0	73
102	arrow	arrow	hubercolumbian	H-Desano	desa1247	búídi	búídi	b u i d i	hubercolumbian-Desano-95_arrow-1	1 7 7 1 7	AXYBZ	PYITI	1	1.P.C 1.Y.V 1.I.V 1.T.C 1.I.V	2.0 1.5 1.3 1.75 0.8	buidi	0	74
502	arrow	arrow	hubercolumbian	H-Siriano	siri1274	gãrĩ̵́gĩ̵́	gãrĩ̵́gĩ̵́	g ã r ɨ̃ g ɨ̃	hubercolumbian-Siriano-95_arrow-1	1 7 5 7 1 7	AXBYBZ	KARIKI	2	2.K.C 2.A.V 2.R.C 2.I.V 2.K.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	gãrɨ̃gɨ̃	0	75
886	arrow	arrow	hubercolumbian	H-Tanimuca	tani1257	arĩõʔrẽã	arĩõʔrẽã	a r ĩ õ ʔ r ẽ ã	hubercolumbian-Tanimuca-95_arrow-1	7 5 7 7 1 5 7 7	XBYYBCYZ	ARIUHREA	3	3.A.V 3.R.C 3.I.V 3.U.V 3.H.C 3.R.C 3.E.V 3.A.V	1.5 1.75 1.3 1.3 1.75 1.5 1.3 0.8	arĩõʔrẽã	0	76
1394	arrow	arrow	kochtukanoan	K-Desano	desa1247	ā́noi̯ye	ā́noi̯ye	a a n ɔ i j e	kochtukanoan-Desano-239_arrow-1	7 7 4 7 7 6 7	XYBYYBZ	AANUIJE	4	4.A.V 4.A.V 4.N.C 4.U.V 4.I.V 4.J.C 4.E.V	1.5 1.3 1.75 1.3 1.3 1.75 0.8	aanɔije	0	77
1395	arrow	arrow	kochtukanoan	K-Desano	desa1247	ā́noye	ā́noye	a a n ɔ j e	kochtukanoan-Desano-239_arrow-2	7 7 4 7 6 7	XYBYBZ	AANUJE	4	4.A.V 4.A.V 4.N.C 4.U.V 4.J.C 4.E.V	1.5 1.3 1.75 1.3 1.75 0.8	aanɔje	0	77
2009	arrow	arrow	kochtukanoan	K-Yupua	jupu1235	gā́le̥e	gā́le̥e	g a a ɺ ɨ e	kochtukanoan-Yupua-239_arrow-1	1 7 7 5 7 7	AXYBYZ	KAARIE	7	7.K.C 7.A.V 7.A.V 7.R.C 7.I.V 7.E.V	2.0 1.5 1.3 1.75 1.3 0.8	gaaɺɨe	0	79
2010	arrow	arrow	kochtukanoan	K-Yupua	jupu1235	(ṅ)gā́le̥e	gā́le̥e	g a a ɺ ɨ e	kochtukanoan-Yupua-239_arrow-2	1 7 7 5 7 7	AXYBYZ	KAARIE	7	7.K.C 7.A.V 7.A.V 7.R.C 7.I.V 7.E.V	2.0 1.5 1.3 1.75 1.3 0.8	gaaɺɨe	1	79
2610	arrow	arrow	kochtukanoan	K-Yahuna	yahu1241	ālía	ālía	a a ɺ i a	kochtukanoan-Yahuna-239_arrow-1	7 7 5 7 7	XYBYZ	AARIA	6	6.A.V 6.A.V 6.R.C 6.I.V 6.A.V	1.5 1.3 1.75 1.3 0.8	aaɺia	0	79
2611	arrow	arrow	kochtukanoan	K-Yahuna	yahu1241	ālí(e)	ālí	a a ɺ i	kochtukanoan-Yahuna-239_arrow-2	7 7 5 7	XYBZ	AARI	6	6.A.V 6.A.V 6.R.C 6.I.V	1.5 1.3 1.75 0.8	aaɺi	0	79
3205	arrow	arrow	kochtukanoan	K-Koretu	cure1236	kiánekia	kiánekia	k i a n e k i a	kochtukanoan-Koretu-239_arrow-1	1 7 7 4 7 1 7 7	AXYBYBYZ	KIANEKIA	5	5.K.C 5.I.V 5.A.V 5.N.C 5.E.V 5.K.C 5.I.V 5.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 0.8	kianekia	0	75
61	ash	ash	hubercolumbian	H-Desano	desa1247	dũhã́	dũhã́	d ũ h ã	hubercolumbian-Desano-57_ash-1	1 7 3 7	AXBZ	TYHA	1	1.T.C 1.Y.V 1.H.C 1.A.V	2.0 1.5 1.75 0.8	dũhã	0	80
461	ash	ash	hubercolumbian	H-Siriano	siri1274	ũhã́	ũhã́	ũ h ã	hubercolumbian-Siriano-57_ash-1	7 3 7	XBZ	YHA	2	2.Y.V 2.H.C 2.A.V	1.5 1.75 0.8	ũhã	0	80
848	ash	ash	hubercolumbian	H-Tanimuca	tani1257	ũã	ũã	ũ ã	hubercolumbian-Tanimuca-57_ash-1	7 7	XZ	YA	3	3.Y.V 3.A.V	1.5 0.8	ũã	0	82
1296	ash	ash	kochtukanoan	K-Desano	desa1247	nuxhoá	nuxhoá	n u h ɔ a	kochtukanoan-Desano-109_ash-1	4 7 3 7 7	AXBYZ	NYHUA	4	4.N.C 4.Y.V 4.H.C 4.U.V 4.A.V	2.0 1.5 1.75 1.3 0.8	nuhɔa	0	80
2480	ash	ash	kochtukanoan	K-Yahuna	yahu1241	ū́a	ū́a	u u a	kochtukanoan-Yahuna-109_ash-1	7 7 7	XYZ	YYA	6	6.Y.V 6.Y.V 6.A.V	1.5 1.3 0.8	uua	0	82
2715	ash from ambaúva leaves as an additive to coca	ash from ambaúva leaves as an additive to coca	kochtukanoan	K-Yahuna	yahu1241	gaā́pimóa	gaā́pimóa	g a a a p i m ɔ a	kochtukanoan-Yahuna-335_ashfromambauvaleavesasanadditivetococa-1	1 7 7 7 1 7 4 7 7	AXYYBYBYZ	KAAAPIMUA	6	6.K.C 6.A.V 6.A.V 6.A.V 6.P.C 6.I.V 6.M.C 6.U.V 6.A.V	2.0 1.5 1.3 1.3 1.75 1.3 1.75 1.3 0.8	gaaapimɔa	0	83
344	at	at	hubercolumbian	H-Desano	desa1247	ge	ge	g e	hubercolumbian-Desano-322_at-1	1 7	AX	KE	1	1.K.C 1.E.V	2.0 1.5	ge	1	84
729	at	at	hubercolumbian	H-Siriano	siri1274	ge	ge	g e	hubercolumbian-Siriano-322_at-1	1 7	AX	KE	2	2.K.C 2.E.V	2.0 1.5	ge	0	84
730	at	at	hubercolumbian	H-Siriano	siri1274	gere	gere	g e r e	hubercolumbian-Siriano-322_at-2	1 7 5 7	AXBZ	KERE	2	2.K.C 2.E.V 2.R.C 2.E.V	2.0 1.5 1.75 0.8	gere	0	84
1119	at	at	hubercolumbian	H-Tanimuca	tani1257	rã	rã	r ã	hubercolumbian-Tanimuca-322_at-1	5 7	AX	RA	3	3.R.C 3.A.V	2.0 1.5	rã	0	86
1120	at	at	hubercolumbian	H-Tanimuca	tani1257	re	re	r e	hubercolumbian-Tanimuca-322_at-2	5 7	AX	RE	3	3.R.C 3.E.V	2.0 1.5	re	0	86
1475	aunt	aunt	kochtukanoan	K-Desano	desa1247	be̥ámo	be̥ámo	b ɨ a m ɔ	kochtukanoan-Desano-371_aunt-1	1 7 7 4 7	AXYBZ	PIAMU	4	4.P.C 4.I.V 4.A.V 4.M.C 4.U.V	2.0 1.5 1.3 1.75 0.8	bɨamɔ	0	87
2737	aunt	aunt	kochtukanoan	K-Yahuna	yahu1241	kā́ko	kā́ko	k a a k ɔ	kochtukanoan-Yahuna-371_aunt-1	1 7 7 1 7	AXYBZ	KAAKU	6	6.K.C 6.A.V 6.A.V 6.K.C 6.U.V	2.0 1.5 1.3 1.75 0.8	kaakɔ	0	88
3245	aunt	aunt	kochtukanoan	K-Koretu	cure1236	pā́ko	pā́ko	p a a k ɔ	kochtukanoan-Koretu-371_aunt-1	1 7 7 1 7	AXYBZ	PAAKU	5	5.P.C 5.A.V 5.A.V 5.K.C 5.U.V	2.0 1.5 1.3 1.75 0.8	paakɔ	0	88
95	axe	axe	hubercolumbian	H-Desano	desa1247	kõbẽ́	kõbẽ́	k õ b ẽ	hubercolumbian-Desano-88_axe-1	1 7 1 7	AXBZ	KUPE	1	1.K.C 1.U.V 1.P.C 1.E.V	2.0 1.5 1.75 0.8	kõbẽ	0	89
494	axe	axe	hubercolumbian	H-Siriano	siri1274	kõbẽ́	kõbẽ́	k õ b ẽ	hubercolumbian-Siriano-88_axe-1	1 7 1 7	AXBZ	KUPE	2	2.K.C 2.U.V 2.P.C 2.E.V	2.0 1.5 1.75 0.8	kõbẽ	0	89
879	axe	axe	hubercolumbian	H-Tanimuca	tani1257	kõbẽã	kõbẽã	k õ b ẽ ã	hubercolumbian-Tanimuca-88_axe-1	1 7 1 7 7	AXBYZ	KUPEA	3	3.K.C 3.U.V 3.P.C 3.E.V 3.A.V	2.0 1.5 1.75 1.3 0.8	kõbẽã	0	89
1384	axe	axe	kochtukanoan	K-Desano	desa1247	kumé	kumé	k u m e	kochtukanoan-Desano-229_axe-1	1 7 4 7	AXBZ	KYME	4	4.K.C 4.Y.V 4.M.C 4.E.V	2.0 1.5 1.75 0.8	kume	0	92
2003	axe	axe	kochtukanoan	K-Yupua	jupu1235	kū́mi	kū́mi	k u u m i	kochtukanoan-Yupua-229_axe-1	1 7 7 4 7	AXYBZ	KYYMI	7	7.K.C 7.Y.V 7.Y.V 7.M.C 7.I.V	2.0 1.5 1.3 1.75 0.8	kuumi	0	92
2601	axe	axe	kochtukanoan	K-Yahuna	yahu1241	kōmé̠a	kōmé̠a	k ɔ ɔ m ɛ a	kochtukanoan-Yahuna-229_axe-1	1 7 7 4 7 7	AXYBYZ	KUUMEA	6	6.K.C 6.U.V 6.U.V 6.M.C 6.E.V 6.A.V	2.0 1.5 1.3 1.75 1.3 0.8	kɔɔmɛa	0	92
3199	axe	axe	kochtukanoan	K-Koretu	cure1236	komé̠tako	komé̠tako	k ɔ m ɛ t a k ɔ	kochtukanoan-Koretu-229_axe-1	1 7 4 7 1 7 1 7	AXBYBYBZ	KUMETAKU	5	5.K.C 5.U.V 5.M.C 5.E.V 5.T.C 5.A.V 5.K.C 5.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kɔmɛtakɔ	0	92
1693	açaí	açaí	kochtukanoan	K-Desano	desa1247	mihí	mihí	m i h i	kochtukanoan-Desano-633_acai-1	4 7 3 7	AXBZ	MIHI	4	4.M.C 4.I.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	mihi	0	93
2226	açaí	açaí	kochtukanoan	K-Yupua	jupu1235	píidika	píidika	p i i d i k a	kochtukanoan-Yupua-633_acai-1	1 7 7 1 7 1 7	AXYBYBZ	PIITIKA	7	7.P.C 7.I.V 7.I.V 7.T.C 7.I.V 7.K.C 7.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	piidika	0	95
2981	açaí	açaí	kochtukanoan	K-Yahuna	yahu1241	pipirika	pipirika	p i p i ɾ i k a	kochtukanoan-Yahuna-633_acai-1	1 7 1 7 5 7 1 7	AXBYBYBZ	PIPIRIKA	6	6.P.C 6.I.V 6.P.C 6.I.V 6.R.C 6.I.V 6.K.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	pipiɾika	0	95
3383	açaí	açaí	kochtukanoan	K-Koretu	cure1236	hihī́re̥	hihī́re̥	h i h i i ɾ ɨ	kochtukanoan-Koretu-633_acai-1	3 7 3 7 7 5 7	AXBYYBZ	HIHIIRI	5	5.H.C 5.I.V 5.H.C 5.I.V 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	hihiiɾɨ	0	94
48	baby	baby, infant	hubercolumbian	H-Desano	desa1247	bãhĩgĩ̵	bãhĩgĩ̵	b ã h ĩ g ɨ̃	hubercolumbian-Desano-46_babyinfant-1	1 7 3 7 1 7	AXBYBZ	PAHIKI	1	1.P.C 1.A.V 1.H.C 1.I.V 1.K.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bãhĩgɨ̃	0	96
449	baby	baby, infant	hubercolumbian	H-Siriano	siri1274	bãhĩ́gĩ̵	bãhĩ́gĩ̵	b ã h ĩ g ɨ̃	hubercolumbian-Siriano-46_babyinfant-1	1 7 3 7 1 7	AXBYBZ	PAHIKI	2	2.P.C 2.A.V 2.H.C 2.I.V 2.K.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bãhĩgɨ̃	0	96
835	baby	baby, infant	hubercolumbian	H-Tanimuca	tani1257	bãkarãririka	bãkarãririka	b ã k a r ã r i r i k a	hubercolumbian-Tanimuca-46_babyinfant-1	1 7 1 7 5 7 5 7 5 7 1 7	AXBYBYBYBYBZ	PAKARARIRIKA	3	3.P.C 3.A.V 3.K.C 3.A.V 3.R.C 3.A.V 3.R.C 3.I.V 3.R.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	bãkarãririka	0	98
2984	bacaba	bacaba	kochtukanoan	K-Yahuna	yahu1241	yomimákalaka	yomimákalaka	j ɔ m i m a k a ɺ a k a	kochtukanoan-Yahuna-636_bacaba-1	6 7 4 7 4 7 1 7 5 7 1 7	AXBYBYBYBYBZ	JUMIMAKARAKA	6	6.J.C 6.U.V 6.M.C 6.I.V 6.M.C 6.A.V 6.K.C 6.A.V 6.R.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	jɔmimakaɺaka	0	99
19	back	back	hubercolumbian	H-Desano	desa1247	sũgṹ	sũgṹ	s ũ g ũ	hubercolumbian-Desano-17_back-1	3 7 1 7	AXBZ	SYKY	1	1.S.C 1.Y.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	sũgũ	0	100
419	back	back	hubercolumbian	H-Siriano	siri1274	pi̵i̵ri̵ʔpí̵	pi̵i̵ri̵ʔpí̵	p ɨ ɨ r ɨ ʔ p ɨ	hubercolumbian-Siriano-17_back-1	1 7 7 5 7 1 1 7	AXYBYMBZ	PIIRIHPI	2	2.P.C 2.I.V 2.I.V 2.R.C 2.I.V 2.H.c 2.P.C 2.I.V	2.0 1.5 1.3 1.75 1.3 1.1 1.75 0.8	pɨɨrɨʔpɨ	0	101
804	back	back	hubercolumbian	H-Tanimuca	tani1257	pẽtea	pẽtea	p ẽ t e a	hubercolumbian-Tanimuca-17_back-1	1 7 1 7 7	AXBYZ	PETEA	3	3.P.C 3.E.V 3.T.C 3.E.V 3.A.V	2.0 1.5 1.75 1.3 0.8	pẽtea	0	102
1249	back	back	kochtukanoan	K-Desano	desa1247	tsũ(g)ũpínũ(g)õã	tsũũpínũõã	ts ũ ũ p i n ũ ɔ̃ ã	kochtukanoan-Desano-65_back-1	2 7 7 1 7 4 7 7 7	AXYBYBYYZ	CYYPINYUA	4	4.C.C 4.Y.V 4.Y.V 4.P.C 4.I.V 4.N.C 4.Y.V 4.U.V 4.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.3 0.8	tsũũpinũɔ̃ã	0	103
