ID	CONCEPT	CONCEPT_IN_SOURCE	DATASET	DOCULECT	GLOTTOCODE	VALUE	FORM	TOKENS	LID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
2776	capybara	capybara	kochtukanoan	K-Yahuna	yahu1241	ke̠húe	ke̠húe	k ɛ h u e	kochtukanoan-Yahuna-418_capybara-2	1 7 3 7 7	AXBYZ	KEHYE	6	6.K.C 6.E.V 6.H.C 6.Y.V 6.E.V	2.0 1.5 1.75 1.3 0.8	kɛhue	0	351
3272	capybara	capybara	kochtukanoan	K-Koretu	cure1236	ké̠tu	ké̠tu	k ɛ t u	kochtukanoan-Koretu-418_capybara-1	1 7 1 7	AXBZ	KETY	5	5.K.C 5.E.V 5.T.C 5.Y.V	2.0 1.5 1.75 0.8	kɛtu	0	351
3273	capybara	capybara	kochtukanoan	K-Koretu	cure1236	ké̠'tu	ké̠'tu	k ɛ ʔ t u	kochtukanoan-Koretu-418_capybara-2	1 7 1 1 7	AXMBZ	KEHTY	5	5.K.C 5.E.V 5.H.c 5.T.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	kɛʔtu	0	351
1683	carajuru	carajuru	kochtukanoan	K-Desano	desa1247	gōnoi̯yá	gōnoi̯yá	g ɔ ɔ n ɔ i j a	kochtukanoan-Desano-622_carajuru-1	1 7 7 4 7 7 6 7	AXYBYYBZ	KUUNUIJA	4	4.K.C 4.U.V 4.U.V 4.N.C 4.U.V 4.I.V 4.J.C 4.A.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 0.8	gɔɔnɔija	0	353
2223	carajuru	carajuru	kochtukanoan	K-Yupua	jupu1235	(ṅ)ge̥lā(d)yí	ge̥lāyí	g ɨ ɺ a a j i	kochtukanoan-Yupua-622_carajuru-1	1 7 5 7 7 6 7	AXBYYBZ	KIRAAJI	7	7.K.C 7.I.V 7.R.C 7.A.V 7.A.V 7.J.C 7.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	gɨɺaaji	0	356
2973	carajuru	carajuru	kochtukanoan	K-Yahuna	yahu1241	kḗ̠naka	kḗ̠naka	k ɛ ɛ n a k a	kochtukanoan-Yahuna-622_carajuru-1	1 7 7 4 7 1 7	AXYBYBZ	KEENAKA	6	6.K.C 6.E.V 6.E.V 6.N.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	kɛɛnaka	0	353
3380	carajuru	carajuru	kochtukanoan	K-Koretu	cure1236	kiámikolire̥	kiámikolire̥	k i a m i k ɔ ɺ i ɾ ɨ	kochtukanoan-Koretu-622_carajuru-1	1 7 7 4 7 1 7 5 7 5 7	AXYBYBYBYBZ	KIAMIKURIRI	5	5.K.C 5.I.V 5.A.V 5.M.C 5.I.V 5.K.C 5.U.V 5.R.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kiamikɔɺiɾɨ	0	354
1690	caraná	caraná	kochtukanoan	K-Desano	desa1247	muhí	muhí	m u h i	kochtukanoan-Desano-628_carana-1	4 7 3 7	AXBZ	MYHI	4	4.M.C 4.Y.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	muhi	0	357
2977	caraná	caraná	kochtukanoan	K-Yahuna	yahu1241	muía	muía	m u i a	kochtukanoan-Yahuna-628_carana-1	4 7 7 7	AXYZ	MYIA	6	6.M.C 6.Y.V 6.I.V 6.A.V	2.0 1.5 1.3 0.8	muia	0	357
1572	carará	carará	kochtukanoan	K-Desano	desa1247	dex̯kónax(t)si	dex̯kónaxsi	d e h k ɔ n a h s i	kochtukanoan-Desano-475_carara-1	1 7 3 1 7 4 7 3 3 7	AXMBYBYMBZ	TEHKUNAHSI	4	4.T.C 4.E.V 4.H.c 4.K.C 4.U.V 4.N.C 4.A.V 4.H.c 4.S.C 4.I.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.1 1.75 0.8	dehkɔnahsi	0	358
2142	carará	carará	kochtukanoan	K-Yupua	jupu1235	día(n)yasi	díayasi	d i a j a s i	kochtukanoan-Yupua-475_carara-1	1 7 7 6 7 3 7	AXYBYBZ	TIAJASI	7	7.T.C 7.I.V 7.A.V 7.J.C 7.A.V 7.S.C 7.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	diajasi	0	361
2827	carará	carará	kochtukanoan	K-Yahuna	yahu1241	kā́dyue̠ka	kā́dyue̠ka	k a a dʒ u ɛ k a	kochtukanoan-Yahuna-475_carara-1	1 7 7 1 7 7 1 7	AXYBYYBZ	KAATYEKA	6	6.K.C 6.A.V 6.A.V 6.T.C 6.Y.V 6.E.V 6.K.C 6.A.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 0.8	kaadʒuɛka	0	359
3309	carará	carará	kochtukanoan	K-Koretu	cure1236	kíai̯ua	kíai̯ua	k i a j u a	kochtukanoan-Koretu-475_carara-1	1 7 7 6 7 7	AXYBYZ	KIAJYA	5	5.K.C 5.I.V 5.A.V 5.J.C 5.Y.V 5.A.V	2.0 1.5 1.3 1.75 1.3 0.8	kiajua	0	359
1350	carrying basket of women	carrying basket of women	kochtukanoan	K-Desano	desa1247	púibu	púibu	p u i b u	kochtukanoan-Desano-186_carryingbasketofwomen-1	1 7 7 1 7	AXYBZ	PYIPY	4	4.P.C 4.Y.V 4.I.V 4.P.C 4.Y.V	2.0 1.5 1.3 1.75 0.8	puibu	0	362
1990	carrying basket of women	carrying basket of women	kochtukanoan	K-Yupua	jupu1235	pé̥i	pé̥i	p ɨ i	kochtukanoan-Yupua-186_carryingbasketofwomen-1	1 7 7	AXZ	PII	7	7.P.C 7.I.V 7.I.V	2.0 1.5 0.8	pɨi	0	362
2567	carrying basket of women	carrying basket of women	kochtukanoan	K-Yahuna	yahu1241	piía	piía	p i i a	kochtukanoan-Yahuna-186_carryingbasketofwomen-1	1 7 7 7	AXYZ	PIIA	6	6.P.C 6.I.V 6.I.V 6.A.V	2.0 1.5 1.3 0.8	piia	0	362
3191	carrying basket of women	carrying basket of women	kochtukanoan	K-Koretu	cure1236	ó(o)atu	óatu	ɔ a t u	kochtukanoan-Koretu-186_carryingbasketofwomen-1	7 7 1 7	XYBZ	UATY	5	5.U.V 5.A.V 5.T.C 5.Y.V	1.5 1.3 1.75 0.8	ɔatu	0	363
2669	carved tucumá fruit peel bracelet	carved tucumá fruit peel bracelet	kochtukanoan	K-Yahuna	yahu1241	pī́re̠a	pī́re̠a	p i i ɾ ɛ a	kochtukanoan-Yahuna-295_carvedtucumafruitpeelbracelet-1	1 7 7 5 7 7	AXYBYZ	PIIREA	6	6.P.C 6.I.V 6.I.V 6.R.C 6.E.V 6.A.V	2.0 1.5 1.3 1.75 1.3 0.8	piiɾɛa	0	364
2637	case for the tips of the poison lances (spears)	case for the tips of the poison lances (spears)	kochtukanoan	K-Yahuna	yahu1241	be̠hóia	be̠hóia	b ɛ h ɔ j a	kochtukanoan-Yahuna-262_caseforthetipsofthepoisonlancesspears-1	1 7 3 7 6 7	AXBYBZ	PEHUJA	6	6.P.C 6.E.V 6.H.C 6.U.V 6.J.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bɛhɔja	0	365
2613	case for the tips of these poison arrows	case for the tips of these poison arrows	kochtukanoan	K-Yahuna	yahu1241	te̠ube̠uíya	te̠ube̠uíya	t ɛ u b ɛ w i j a	kochtukanoan-Yahuna-241_caseforthetipsofthesepoisonarrows-1	1 7 7 1 7 6 7 6 7	AXYBYBYBZ	TEYPEWIJA	6	6.T.C 6.E.V 6.Y.V 6.P.C 6.E.V 6.W.C 6.I.V 6.J.C 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	tɛubɛwija	0	366
176	cassava	manioc	hubercolumbian	H-Desano	desa1247	kĩ	kĩ	k ĩ	hubercolumbian-Desano-163_manioc-1	1 7	AX	KI	1	1.K.C 1.I.V	2.0 1.5	kĩ	0	367
573	cassava	manioc	hubercolumbian	H-Siriano	siri1274	kĩ́	kĩ́	k ĩ	hubercolumbian-Siriano-163_manioc-1	1 7	AX	KI	2	2.K.C 2.I.V	2.0 1.5	kĩ	0	367
958	cassava	manioc	hubercolumbian	H-Tanimuca	tani1257	kia	kia	k i a	hubercolumbian-Tanimuca-163_manioc-1	1 7 7	AXZ	KIA	3	3.K.C 3.I.V 3.A.V	2.0 1.5 0.8	kia	0	367
130	cat	cat	hubercolumbian	H-Desano	desa1247	pisã́rã	pisã́rã	p i s ã r ã	hubercolumbian-Desano-119_cat-1	1 7 3 7 5 7	AXBYBZ	PISARA	1	1.P.C 1.I.V 1.S.C 1.A.V 1.R.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	pisãrã	0	368
527	cat	cat	hubercolumbian	H-Siriano	siri1274	pisã́dã	pisã́dã	p i s ã d ã	hubercolumbian-Siriano-119_cat-1	1 7 3 7 1 7	AXBYBZ	PISATA	2	2.P.C 2.I.V 2.S.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	pisãdã	0	368
911	cat	cat	hubercolumbian	H-Tanimuca	tani1257	pisadãka	pisadãka	p i s a d ã k a	hubercolumbian-Tanimuca-119_cat-1	1 7 3 7 1 7 1 7	AXBYBYBZ	PISATAKA	3	3.P.C 3.I.V 3.S.C 3.A.V 3.T.C 3.A.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	pisadãka	0	368
1541	cat	cat	kochtukanoan	K-Desano	desa1247	pitsána	pitsána	p i ts a n a	kochtukanoan-Desano-438_cat-1	1 7 2 7 4 7	AXBYBZ	PICANA	4	4.P.C 4.I.V 4.C.C 4.A.V 4.N.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	pitsana	0	368
1629	caterpillar	caterpillar	kochtukanoan	K-Desano	desa1247	bex̯gá	bex̯gá	b e h g a	kochtukanoan-Desano-551_caterpillar-1	1 7 3 1 7	AXMBZ	PEHKA	4	4.P.C 4.E.V 4.H.c 4.K.C 4.A.V	2.0 1.5 1.1 1.75 0.8	behga	0	369
115	cebus monkey	cebus monkey	hubercolumbian	H-Desano	desa1247	gakí	gakí	g a k i	hubercolumbian-Desano-105_cebusmonkey-1	1 7 1 7	AXBZ	KAKI	1	1.K.C 1.A.V 1.K.C 1.I.V	2.0 1.5 1.75 0.8	gaki	0	370
513	cebus monkey	cebus monkey	hubercolumbian	H-Siriano	siri1274	gakíjĩ́	gakíjĩ́	g a k i j ĩ	hubercolumbian-Siriano-105_cebusmonkey-1	1 7 1 7 6 7	AXBYBZ	KAKIJI	2	2.K.C 2.A.V 2.K.C 2.I.V 2.J.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	gakijĩ	0	370
897	cebus monkey	cebus monkey	hubercolumbian	H-Tanimuca	tani1257	tãkea	tãkea	t ã k e a	hubercolumbian-Tanimuca-105_cebusmonkey-1	1 7 1 7 7	AXBYZ	TAKEA	3	3.T.C 3.A.V 3.K.C 3.E.V 3.A.V	2.0 1.5 1.75 1.3 0.8	tãkea	0	372
1641	centipede	centipede	kochtukanoan	K-Desano	desa1247	āki	āki	a a k i	kochtukanoan-Desano-566_centipede-1	7 7 1 7	XYBZ	AAKI	4	4.A.V 4.A.V 4.K.C 4.I.V	1.5 1.3 1.75 0.8	aaki	0	373
2915	centipede	centipede	kochtukanoan	K-Yahuna	yahu1241	mūlía	mūlía	m u u ɺ i a	kochtukanoan-Yahuna-566_centipede-1	4 7 7 5 7 7	AXYBYZ	MYYRIA	6	6.M.C 6.Y.V 6.Y.V 6.R.C 6.I.V 6.A.V	2.0 1.5 1.3 1.75 1.3 0.8	muuɺia	0	374
2026	cerimonial mask suit	cerimonial mask suit	kochtukanoan	K-Yupua	jupu1235	uá(x)so	uáso	w a s ɔ	kochtukanoan-Yupua-301_cerimonialmasksuit-1	6 7 3 7	AXBZ	WASU	7	7.W.C 7.A.V 7.S.C 7.U.V	2.0 1.5 1.75 0.8	wasɔ	0	376
2027	cerimonial mask suit	cerimonial mask suit	kochtukanoan	K-Yupua	jupu1235	uá(x)(t)sagát(š)i	uásagáti	w a s a g a t i	kochtukanoan-Yupua-301_cerimonialmasksuit-2	6 7 3 7 1 7 1 7	AXBYBYBZ	WASAKATI	7	7.W.C 7.A.V 7.S.C 7.A.V 7.K.C 7.A.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wasagati	0	376
2673	cerimonial mask suit	cerimonial mask suit	kochtukanoan	K-Yahuna	yahu1241	ōpire̠kóa	ōpire̠kóa	ɔ ɔ p i ɾ ɛ k ɔ a	kochtukanoan-Yahuna-301_cerimonialmasksuit-1	7 7 1 7 5 7 1 7 7	XYBYBYBYZ	UUPIREKUA	6	6.U.V 6.U.V 6.P.C 6.I.V 6.R.C 6.E.V 6.K.C 6.U.V 6.A.V	1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	ɔɔpiɾɛkɔa	1	375
62	charcoal	charcoal	hubercolumbian	H-Desano	desa1247	dĩtĩ́	dĩtĩ́	d ĩ t ĩ	hubercolumbian-Desano-58_charcoal-1	1 7 1 7	AXBZ	TITI	1	1.T.C 1.I.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	dĩtĩ	0	377
462	charcoal	charcoal	hubercolumbian	H-Siriano	siri1274	dĩtĩ́	dĩtĩ́	d ĩ t ĩ	hubercolumbian-Siriano-58_charcoal-1	1 7 1 7	AXBZ	TITI	2	2.T.C 2.I.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	dĩtĩ	0	377
850	charcoal	charcoal	hubercolumbian	H-Tanimuca	tani1257	dõʔkia	dõʔkia	d õ ʔ k i a	hubercolumbian-Tanimuca-58_charcoal-1	1 7 1 1 7 7	AXMBYZ	TUHKIA	3	3.T.C 3.U.V 3.H.c 3.K.C 3.I.V 3.A.V	2.0 1.5 1.1 1.75 1.3 0.8	dõʔkia	0	379
1206	cheek	cheek	kochtukanoan	K-Desano	desa1247	uayúpona	uayúpona	w a j u p ɔ n a	kochtukanoan-Desano-24_cheek-1	6 7 6 7 1 7 4 7	AXBYBYBZ	WAJYPUNA	4	4.W.C 4.A.V 4.J.C 4.Y.V 4.P.C 4.U.V 4.N.C 4.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wajupɔna	0	380
2391	cheek	cheek	kochtukanoan	K-Yahuna	yahu1241	ye̠té̠a	ye̠té̠a	j ɛ t ɛ a	kochtukanoan-Yahuna-24_cheek-1	6 7 1 7 7	AXBYZ	JETEA	6	6.J.C 6.E.V 6.T.C 6.E.V 6.A.V	2.0 1.5 1.75 1.3 0.8	jɛtɛa	0	381
16	chest	chest	hubercolumbian	H-Desano	desa1247	koretíbi	koretíbi	k o r e t i b i	hubercolumbian-Desano-14_chest-1	1 7 5 7 1 7 1 7	AXBYBYBZ	KURETIPI	1	1.K.C 1.U.V 1.R.C 1.E.V 1.T.C 1.I.V 1.P.C 1.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	koretibi	0	382
416	chest	chest	hubercolumbian	H-Siriano	siri1274	korétíbi	korétíbi	k o r e t i b i	hubercolumbian-Siriano-14_chest-1	1 7 5 7 1 7 1 7	AXBYBYBZ	KURETIPI	2	2.K.C 2.U.V 2.R.C 2.E.V 2.T.C 2.I.V 2.P.C 2.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	koretibi	0	382
801	chest	chest	hubercolumbian	H-Tanimuca	tani1257	karĩbãkia	karĩbãkia	k a r ĩ b ã k i a	hubercolumbian-Tanimuca-14_chest-1	1 7 5 7 1 7 1 7 7	AXBYBYBYZ	KARIPAKIA	3	3.K.C 3.A.V 3.R.C 3.I.V 3.P.C 3.A.V 3.K.C 3.I.V 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	karĩbãkia	0	382
1243	chest	chest	kochtukanoan	K-Desano	desa1247	kolétipi	kolétipi	k ɔ ɺ e t i p i	kochtukanoan-Desano-60_chest-1	1 7 5 7 1 7 1 7	AXBYBYBZ	KURETIPI	4	4.K.C 4.U.V 4.R.C 4.E.V 4.T.C 4.I.V 4.P.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kɔɺetipi	0	382
1244	chest	chest	kochtukanoan	K-Desano	desa1247	korétipi	korétipi	k ɔ ɾ e t i p i	kochtukanoan-Desano-60_chest-2	1 7 5 7 1 7 1 7	AXBYBYBZ	KURETIPI	4	4.K.C 4.U.V 4.R.C 4.E.V 4.T.C 4.I.V 4.P.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kɔɾetipi	0	382
1906	chest	chest	kochtukanoan	K-Yupua	jupu1235	kolé̠me̠te̠	kolé̠me̠te̠	k ɔ ɺ ɛ m ɛ t ɛ	kochtukanoan-Yupua-60_chest-1	1 7 5 7 4 7 1 7	AXBYBYBZ	KUREMETE	7	7.K.C 7.U.V 7.R.C 7.E.V 7.M.C 7.E.V 7.T.C 7.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kɔɺɛmɛtɛ	0	382
2430	chest	chest	kochtukanoan	K-Yahuna	yahu1241	kālimakíya	kālimakíya	k a a ɺ i m a k i j a	kochtukanoan-Yahuna-60_chest-1	1 7 7 5 7 4 7 1 7 6 7	AXYBYBYBYBZ	KAARIMAKIJA	6	6.K.C 6.A.V 6.A.V 6.R.C 6.I.V 6.M.C 6.A.V 6.K.C 6.I.V 6.J.C 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kaaɺimakija	0	382
2431	chest	chest	kochtukanoan	K-Yahuna	yahu1241	kālimakía	kālimakía	k a a ɺ i m a k i a	kochtukanoan-Yahuna-60_chest-2	1 7 7 5 7 4 7 1 7 7	AXYBYBYBYZ	KAARIMAKIA	6	6.K.C 6.A.V 6.A.V 6.R.C 6.I.V 6.M.C 6.A.V 6.K.C 6.I.V 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kaaɺimakia	0	382
3127	chest	chest	kochtukanoan	K-Koretu	cure1236	sikotitile̥	sikotitile̥	s i k ɔ t i t i ɺ ɨ	kochtukanoan-Koretu-60_chest-1	3 7 1 7 1 7 1 7 5 7	AXBYBYBYBZ	SIKUTITIRI	5	5.S.C 5.I.V 5.K.C 5.U.V 5.T.C 5.I.V 5.T.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	sikɔtitiɺɨ	0	386
1813	chew	chew	kochtukanoan	K-Desano	desa1247	bagalí	bagalí	b a g a ɺ i	kochtukanoan-Desano-765_chew-1	1 7 1 7 5 7	AXBYBZ	PAKARI	4	4.P.C 4.A.V 4.K.C 4.A.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bagaɺi	0	387
2325	chew	chew	kochtukanoan	K-Yupua	jupu1235	kú(u)li	kúli	k u ɺ i	kochtukanoan-Yupua-765_chew-1	1 7 5 7	AXBZ	KYRI	7	7.K.C 7.Y.V 7.R.C 7.I.V	2.0 1.5 1.75 0.8	kuɺi	0	387
3461	chew	chew	kochtukanoan	K-Koretu	cure1236	únaku	únaku	u n a k u	kochtukanoan-Koretu-765_chew-1	7 4 7 1 7	XBYBZ	YNAKY	5	5.Y.V 5.N.C 5.A.V 5.K.C 5.Y.V	1.5 1.75 1.3 1.75 0.8	unaku	0	388
191	chicha	chicha	hubercolumbian	H-Desano	desa1247	pejáru	pejáru	p e j a r u	hubercolumbian-Desano-180_chicha-1	1 7 6 7 5 7	AXBYBZ	PEJARY	1	1.P.C 1.E.V 1.J.C 1.A.V 1.R.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	pejaru	0	389
192	chicha	chicha	hubercolumbian	H-Desano	desa1247	péru	péru	p e r u	hubercolumbian-Desano-180_chicha-2	1 7 5 7	AXBZ	PERY	1	1.P.C 1.E.V 1.R.C 1.Y.V	2.0 1.5 1.75 0.8	peru	0	389
588	chicha	chicha	hubercolumbian	H-Siriano	siri1274	pejárú	pejárú	p e j a r u	hubercolumbian-Siriano-180_chicha-1	1 7 6 7 5 7	AXBYBZ	PEJARY	2	2.P.C 2.E.V 2.J.C 2.A.V 2.R.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	pejaru	0	389
974	chicha	chicha	hubercolumbian	H-Tanimuca	tani1257	ukurũkia	ukurũkia	u k u r ũ k i a	hubercolumbian-Tanimuca-180_chicha-1	7 1 7 5 7 1 7 7	XBYBYBYZ	YKYRYKIA	3	3.Y.V 3.K.C 3.Y.V 3.R.C 3.Y.V 3.K.C 3.I.V 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	ukurũkia	0	391
1483	chief	chief	kochtukanoan	K-Desano	desa1247	oxpé̥	oxpé̥	ɔ h p ɨ	kochtukanoan-Desano-378_chief-1	7 3 1 7	XMBZ	UHPI	4	4.U.V 4.H.c 4.P.C 4.I.V	1.5 1.1 1.75 0.8	ɔhpɨ	0	392
2069	chief	chief	kochtukanoan	K-Yupua	jupu1235	máhi	máhi	m a h i	kochtukanoan-Yupua-378_chief-1	4 7 3 7	AXBZ	MAHI	7	7.M.C 7.A.V 7.H.C 7.I.V	2.0 1.5 1.75 0.8	mahi	0	393
2740	chief	chief	kochtukanoan	K-Yahuna	yahu1241	īpí	īpí	i i p i	kochtukanoan-Yahuna-378_chief-1	7 7 1 7	XYBZ	IIPI	6	6.I.V 6.I.V 6.P.C 6.I.V	1.5 1.3 1.75 0.8	iipi	0	392
3250	chief	chief	kochtukanoan	K-Koretu	cure1236	ḥé̥(e)he̥	ḥé̥he̥	h ɨ h ɨ	kochtukanoan-Koretu-378_chief-1	3 7 3 7	AXBZ	HIHI	5	5.H.C 5.I.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	hɨhɨ	0	393
206	chieftain	chief	hubercolumbian	H-Desano	desa1247	opí̵	opí̵	o p ɨ	hubercolumbian-Desano-199_chief-1	7 1 7	XBZ	UPI	1	1.U.V 1.P.C 1.I.V	1.5 1.75 0.8	opɨ	0	394
602	chieftain	chief	hubercolumbian	H-Siriano	siri1274	opí̵	opí̵	o p ɨ	hubercolumbian-Siriano-199_chief-1	7 1 7	XBZ	UPI	2	2.U.V 2.P.C 2.I.V	1.5 1.75 0.8	opɨ	0	394
988	chieftain	chief	hubercolumbian	H-Tanimuca	tani1257	ĩpi	ĩpi	ĩ p i	hubercolumbian-Tanimuca-199_chief-1	7 1 7	XBZ	IPI	3	3.I.V 3.P.C 3.I.V	1.5 1.75 0.8	ĩpi	0	394
161	chiggoe (jigger flea)	chiggoe, jigger flea	hubercolumbian	H-Desano	desa1247	gúbusũ	gúbusũ	g u b u s ũ	hubercolumbian-Desano-148_chiggoejiggerflea-1	1 7 1 7 3 7	AXBYBZ	KYPYSY	1	1.K.C 1.Y.V 1.P.C 1.Y.V 1.S.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	gubusũ	0	395
558	chiggoe (jigger flea)	chiggoe, jigger flea	hubercolumbian	H-Siriano	siri1274	gubuʔsṹ	gubuʔsṹ	g u b u ʔ s ũ	hubercolumbian-Siriano-148_chiggoejiggerflea-1	1 7 1 7 1 3 7	AXBYBCZ	KYPYHSY	2	2.K.C 2.Y.V 2.P.C 2.Y.V 2.H.C 2.S.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	gubuʔsũ	0	395
943	chiggoe (jigger flea)	chiggoe, jigger flea	hubercolumbian	H-Tanimuca	tani1257	hũʔũã	hũʔũã	h ũ ʔ ũ ã	hubercolumbian-Tanimuca-148_chiggoejiggerflea-1	3 7 1 7 7	AXBYZ	HYHYA	3	3.H.C 3.Y.V 3.H.C 3.Y.V 3.A.V	2.0 1.5 1.75 1.3 0.8	hũʔũã	0	397
1458	child	child	kochtukanoan	K-Desano	desa1247	maxĩ(g)ẽ́	maxĩẽ́	m a h ĩ ẽ	kochtukanoan-Desano-349_child-1	4 7 3 7 7	AXBYZ	MAHIE	4	4.M.C 4.A.V 4.H.C 4.I.V 4.E.V	2.0 1.5 1.75 1.3 0.8	mahĩẽ	0	398
2052	child	child	kochtukanoan	K-Yupua	jupu1235	siī́ṅgee̥	siī́ṅgee̥	s i i i ŋ g e ɨ	kochtukanoan-Yupua-349_child-1	3 7 7 7 4 1 7 7	AXYYMBYZ	SIIINKEI	7	7.S.C 7.I.V 7.I.V 7.I.V 7.N.c 7.K.C 7.E.V 7.I.V	2.0 1.5 1.3 1.3 1.1 1.75 1.3 0.8	siiiŋgeɨ	0	401
2053	child	child	kochtukanoan	K-Yupua	jupu1235	(t)siī́ṅgee̥	siī́ṅgee̥	s i i i ŋ g e ɨ	kochtukanoan-Yupua-349_child-2	3 7 7 7 4 1 7 7	AXYYMBYZ	SIIINKEI	7	7.S.C 7.I.V 7.I.V 7.I.V 7.N.c 7.K.C 7.E.V 7.I.V	2.0 1.5 1.3 1.3 1.1 1.75 1.3 0.8	siiiŋgeɨ	1	401
2725	child	child	kochtukanoan	K-Yahuna	yahu1241	mē̠ní	mē̠ní	m ɛ ɛ n i	kochtukanoan-Yahuna-349_child-1	4 7 7 4 7	AXYBZ	MEENI	6	6.M.C 6.E.V 6.E.V 6.N.C 6.I.V	2.0 1.5 1.3 1.75 0.8	mɛɛni	0	400
2726	child	child	kochtukanoan	K-Yahuna	yahu1241	mē̠'ní	mē̠'ní	m ɛ ɛ ʔ n i	kochtukanoan-Yahuna-349_child-2	4 7 7 1 4 7	AXYBCZ	MEEHNI	6	6.M.C 6.E.V 6.E.V 6.H.C 6.N.C 6.I.V	2.0 1.5 1.3 1.75 1.5 0.8	mɛɛʔni	0	400
3235	child	child	kochtukanoan	K-Koretu	cure1236	nī́ya	nī́ya	n i i j a	kochtukanoan-Koretu-349_child-1	4 7 7 6 7	AXYBZ	NIIJA	5	5.N.C 5.I.V 5.I.V 5.J.C 5.A.V	2.0 1.5 1.3 1.75 0.8	niija	0	399
345	child (young human)	child	hubercolumbian	H-Desano	desa1247	bãhĩgĩ̵́	bãhĩgĩ̵́	b ã h ĩ g ɨ̃	hubercolumbian-Desano-327_child-1	1 7 3 7 1 7	AXBYBZ	PAHIKI	1	1.P.C 1.A.V 1.H.C 1.I.V 1.K.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bãhĩgɨ̃	1	402
737	child (young human)	child	hubercolumbian	H-Siriano	siri1274	bãhĩ́gĩ̵	bãhĩ́gĩ̵	b ã h ĩ g ɨ̃	hubercolumbian-Siriano-327_child-1	1 7 3 7 1 7	AXBYBZ	PAHIKI	2	2.P.C 2.A.V 2.H.C 2.I.V 2.K.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bãhĩgɨ̃	1	402
1124	child (young human)	child	hubercolumbian	H-Tanimuca	tani1257	bẽʔrĩ	bẽʔrĩ	b ẽ ʔ r ĩ	hubercolumbian-Tanimuca-327_child-1	1 7 1 5 7	AXBCZ	PEHRI	3	3.P.C 3.E.V 3.H.C 3.R.C 3.I.V	2.0 1.5 1.75 1.5 0.8	bẽʔrĩ	0	402
184	chili pepper	chili pepper	hubercolumbian	H-Desano	desa1247	biá	biá	b i a	hubercolumbian-Desano-171_chilipepper-1	1 7 7	AXZ	PIA	1	1.P.C 1.I.V 1.A.V	2.0 1.5 0.8	bia	0	403
581	chili pepper	chili pepper	hubercolumbian	H-Siriano	siri1274	biá	biá	b i a	hubercolumbian-Siriano-171_chilipepper-1	1 7 7	AXZ	PIA	2	2.P.C 2.I.V 2.A.V	2.0 1.5 0.8	bia	0	403
